ccy,date,rate
NZD,2011-07-08,0.8347245409015025
PLN,2011-07-08,0.36028246144977666
RUB,2011-07-08,0.03572959839931398
SAR,2011-07-08,0.2666595557451801
SEK,2011-07-08,0.15618410982866598
SGD,2011-07-08,0.818464560484531
THB,2011-07-08,0.033079722130334104
TRY,2011-07-08,0.6134969325153374
TWD,2011-07-08,0.03476386643722515
USD,2011-07-08,1.0
ZAR,2011-07-08,0.14897579143389195
AUD,2011-07-11,1.0633772862611657
CAD,2011-07-11,1.0319917440660475
CHF,2011-07-11,1.1981787682722262
CNY,2011-07-11,0.15462881353311375
CZK,2011-07-11,0.05783388950257073
DKK,2011-07-11,0.1875785485171916
EUR,2011-07-11,1.3991102637432478
GBP,2011-07-11,1.5888147442008262
HKD,2011-07-11,0.12836970474967907
HUF,2011-07-11,0.005247561589318484
ILS,2011-07-11,0.2904443799012489
INR,2011-07-11,0.022479487467685737
JPY,2011-07-11,0.012440905697934813
KRW,2011-07-11,0.0009453582907922104
MYR,2011-07-11,0.3321707357581797
NOK,2011-07-11,0.18041097620379226
NZD,2011-07-11,0.8276090374906895
PLN,2011-07-11,0.3512839428109741
RUB,2011-07-11,0.03537005924484924
SAR,2011-07-11,0.2666595557451801
SEK,2011-07-11,0.15233452662045854
SGD,2011-07-11,0.8143322475570033
THB,2011-07-11,0.03296522169111587
TRY,2011-07-11,0.6082725060827251
TWD,2011-07-11,0.034674063800277384
USD,2011-07-11,1.0
ZAR,2011-07-11,0.14610057563626802
AUD,2011-07-12,1.05977108944468
CAD,2011-07-12,1.0318852543597152
CHF,2011-07-12,1.200192030724916
CNY,2011-07-12,0.15446400988569664
CZK,2011-07-12,0.05765682656826567
DKK,2011-07-12,0.18755040417112093
EUR,2011-07-12,1.3987905792488864
GBP,2011-07-12,1.5913430935709745
HKD,2011-07-12,0.12828078097339454
HUF,2011-07-12,0.0051986616565431396
ILS,2011-07-12,0.2888503755054881
INR,2011-07-12,0.022368862543339668
JPY,2011-07-12,0.012580198767140522
KRW,2011-07-12,0.0009376025502789367
MYR,2011-07-12,0.32981530343007914
NOK,2011-07-12,0.17912479624554428
NZD,2011-07-12,0.8185985592665357
PLN,2011-07-12,0.3469812630117973
RUB,2011-07-12,0.03532320734722713
SAR,2011-07-12,0.2666595557451801
SEK,2011-07-12,0.1523113243469652
SGD,2011-07-12,0.8151952392598028
THB,2011-07-12,0.03295435821387378
TRY,2011-07-12,0.6060606060606061
TWD,2011-07-12,0.034582929865818235
USD,2011-07-12,1.0
ZAR,2011-07-12,0.14524750174297002
AUD,2011-07-13,1.0765421466250404
CAD,2011-07-13,1.043950307965341
CHF,2011-07-13,1.2152144853566655
CNY,2011-07-13,0.15460729746444032
CZK,2011-07-13,0.05826962520977065
DKK,2011-07-13,0.1899263085922662
EUR,2011-07-13,1.4162779475631329
GBP,2011-07-13,1.6084928422068518
HKD,2011-07-13,0.12837794466910585
HUF,2011-07-13,0.00528904358753711
ILS,2011-07-13,0.2911208151382824
INR,2011-07-13,0.022459292532285232
JPY,2011-07-13,0.012653422750854106
KRW,2011-07-13,0.0009429069822262033
MYR,2011-07-13,0.3310710147326601
NOK,2011-07-13,0.1815310327300452
NZD,2011-07-13,0.8366100560528738
PLN,2011-07-13,0.35287060235011825
RUB,2011-07-13,0.03565380158659417
SAR,2011-07-13,0.2666524452029225
SEK,2011-07-13,0.15454278517007433
SGD,2011-07-13,0.8207485226526593
THB,2011-07-13,0.03318400530944085
TRY,2011-07-13,0.6082725060827251
TWD,2011-07-13,0.03462843687235958
USD,2011-07-13,1.0
ZAR,2011-07-13,0.14620096785040718
AUD,2011-07-14,1.0730765103551885
CAD,2011-07-14,1.0438413361169103
CHF,2011-07-14,1.2215978499877842
CNY,2011-07-14,0.15482272797646696
CZK,2011-07-14,0.05789616901049657
DKK,2011-07-14,0.18980734554427256
EUR,2011-07-14,1.4156053522489118
GBP,2011-07-14,1.6121231662098985
HKD,2011-07-14,0.12837629660059566
HUF,2011-07-14,0.005244729571253847
ILS,2011-07-14,0.29243186337583343
INR,2011-07-14,0.02250731487733514
JPY,2011-07-14,0.012624668602449186
KRW,2011-07-14,0.000944822373393802
MYR,2011-07-14,0.33327778703549404
NOK,2011-07-14,0.18021914648212226
NZD,2011-07-14,0.8433836552247618
PLN,2011-07-14,0.3515432749771497
RUB,2011-07-14,0.03556731648153878
SAR,2011-07-14,0.2666453350398635
SEK,2011-07-14,0.15361219066345105
SGD,2011-07-14,0.820950660865282
THB,2011-07-14,0.03322811098189068
TRY,2011-07-14,0.6084575600851839
TWD,2011-07-14,0.03468248187840322
USD,2011-07-14,1.0
ZAR,2011-07-14,0.14568976820757878
AUD,2011-07-15,1.064169415770991
CAD,2011-07-15,1.0452597470471412
CHF,2011-07-15,1.2256403971074887
CNY,2011-07-15,0.1547748026621266
CZK,2011-07-15,0.05775973107069213
DKK,2011-07-15,0.18941546387847105
EUR,2011-07-15,1.4122481869460108
GBP,2011-07-15,1.6116035455278
HKD,2011-07-15,0.128300531164199
HUF,2011-07-15,0.0052114221866919035
ILS,2011-07-15,0.2904443799012489
INR,2011-07-15,0.022464337863641468
JPY,2011-07-15,0.01264862130027827
KRW,2011-07-15,0.0009450902561194596
MYR,2011-07-15,0.3326126725428239
NOK,2011-07-15,0.1795557790027472
NZD,2011-07-15,0.8426729586247577
PLN,2011-07-15,0.35095107741980763
RUB,2011-07-15,0.03557769278662279
SAR,2011-07-15,0.2666595557451801
SEK,2011-07-15,0.15343777331103373
SGD,2011-07-15,0.8207485226526593
THB,2011-07-15,0.03324468085106383
TRY,2011-07-15,0.6060606060606061
TWD,2011-07-15,0.03462304163420756
USD,2011-07-15,1.0
ZAR,2011-07-15,0.1448204949964519
AUD,2011-07-18,1.056970721911003
CAD,2011-07-18,1.0398253093480296
CHF,2011-07-18,1.2221950623319482
CNY,2011-07-18,0.15458339774308244
CZK,2011-07-18,0.057277049086431074
DKK,2011-07-18,0.18809720863742385
EUR,2011-07-18,1.402530834534679
GBP,2011-07-18,1.6017940092904053
HKD,2011-07-18,0.1282643271253399
HUF,2011-07-18,0.005135471161504919
ILS,2011-07-18,0.2894356005788712
INR,2011-07-18,0.02243661655822302
JPY,2011-07-18,0.012640626975097964
KRW,2011-07-18,0.0009425514868749703
MYR,2011-07-18,0.33178500331785005
NOK,2011-07-18,0.17833895101029015
NZD,2011-07-18,0.8428860418071478
PLN,2011-07-18,0.3473548924936608
RUB,2011-07-18,0.035413899955732624
SAR,2011-07-18,0.2666595557451801
SEK,2011-07-18,0.15138670219207945
SGD,2011-07-18,0.8201427048306404
THB,2011-07-18,0.0332723340542339
TRY,2011-07-18,0.6013229104028863
TWD,2011-07-18,0.03453754230848933
USD,2011-07-18,1.0
ZAR,2011-07-18,0.14304514504777707
AUD,2011-07-19,1.0705491917353602
CAD,2011-07-19,1.0525207872855489
CHF,2011-07-19,1.2205541315757351
CNY,2011-07-19,0.15475085112968118
CZK,2011-07-19,0.05796261411389653
DKK,2011-07-19,0.19033479891128496
EUR,2011-07-19,1.4192400970088923
GBP,2011-07-19,1.6168148746968471
HKD,2011-07-19,0.1283054696621717
HUF,2011-07-19,0.005225733392488635
ILS,2011-07-19,0.2909175539652063
INR,2011-07-19,0.022474435329812338
JPY,2011-07-19,0.012669453946534905
KRW,2011-07-19,0.0009435742592942064
MYR,2011-07-19,0.33263480025280245
NOK,2011-07-19,0.18131379979330228
NZD,2011-07-19,0.8563843452941681
PLN,2011-07-19,0.35316969803990816
RUB,2011-07-19,0.035669698591046906
SAR,2011-07-19,0.2666453350398635
SEK,2011-07-19,0.15399778243193302
SGD,2011-07-19,0.8226390259953932
THB,2011-07-19,0.03343363423604146
TRY,2011-07-19,0.6025911419102139
TWD,2011-07-19,0.03458711629917855
USD,2011-07-19,1.0
ZAR,2011-07-19,0.1442564302303775
AUD,2011-07-20,1.0743446497636442
CAD,2011-07-20,1.0563008344776592
CHF,2011-07-20,1.2196609342602758
CNY,2011-07-20,0.15484670176525245
CZK,2011-07-20,0.05802752825940626
DKK,2011-07-20,0.19043991620643685
EUR,2011-07-20,1.4198547215496369
GBP,2011-07-20,1.6142050040355125
HKD,2011-07-20,0.12832522745646566
HUF,2011-07-20,0.005275733577564628
ILS,2011-07-20,0.29205607476635514
INR,2011-07-20,0.02249718785151856
JPY,2011-07-20,0.0126806999746386
KRW,2011-07-20,0.0009476427386875149
MYR,2011-07-20,0.3336113427856547
NOK,2011-07-20,0.18227885018501305
NZD,2011-07-20,0.8541898009737763
PLN,2011-07-20,0.3557959154628905
RUB,2011-07-20,0.035717474774533436
SAR,2011-07-20,0.2666524452029225
SEK,2011-07-20,0.15491626775727718
SGD,2011-07-20,0.8239947264337508
THB,2011-07-20,0.03341687552213868
TRY,2011-07-20,0.6015037593984962
TWD,2011-07-20,0.034645232815964516
USD,2011-07-20,1.0
ZAR,2011-07-20,0.14516948537417435
AUD,2011-07-21,1.0842459069717012
CAD,2011-07-21,1.0587612493382743
CHF,2011-07-21,1.2218963831867058
CNY,2011-07-21,0.15495467575734098
CZK,2011-07-21,0.0588332195891088
DKK,2011-07-21,0.19291612007099312
EUR,2011-07-21,1.4379788101059494
GBP,2011-07-21,1.6299918500407498
HKD,2011-07-21,0.128323580741197
HUF,2011-07-21,0.005366473813486056
ILS,2011-07-21,0.29364263691087944
INR,2011-07-21,0.0225199864880081
JPY,2011-07-21,0.012737230925996688
KRW,2011-07-21,0.0009481369109699439
MYR,2011-07-21,0.333889816360601
NOK,2011-07-21,0.1845563265908756
NZD,2011-07-21,0.8625894936599672
PLN,2011-07-21,0.3608154429009561
RUB,2011-07-21,0.03575259206292456
SAR,2011-07-21,0.2666453350398635
SEK,2011-07-21,0.15824787947841498
SGD,2011-07-21,0.8259002312520647
THB,2011-07-21,0.033461602810774635
TRY,2011-07-21,0.5991611743559018
TWD,2011-07-21,0.03462244226707751
USD,2011-07-21,1.0
ZAR,2011-07-21,0.14706963747334362
AUD,2011-07-22,1.0857763300760044
CAD,2011-07-22,1.0522992739135009
CHF,2011-07-22,1.2244398187829069
CNY,2011-07-22,0.1551229349259288
CZK,2011-07-22,0.05888033161402765
DKK,2011-07-22,0.19274507536332447
EUR,2011-07-22,1.4364703963464365
GBP,2011-07-22,1.631055292774425
HKD,2011-07-22,0.1283532280836863
HUF,2011-07-22,0.005366082175109213
ILS,2011-07-22,0.2940311673037342
INR,2011-07-22,0.0225453725622816
JPY,2011-07-22,0.012763241863433313
KRW,2011-07-22,0.0009506607091928893
MYR,2011-07-22,0.3361344537815126
NOK,2011-07-22,0.18469949392338664
NZD,2011-07-22,0.8640801866413204
PLN,2011-07-22,0.360269481572216
RUB,2011-07-22,0.03599712023038157
SAR,2011-07-22,0.2666453350398635
SEK,2011-07-22,0.15777101115441047
SGD,2011-07-22,0.8275405494869249
THB,2011-07-22,0.033573946617424875
TRY,2011-07-22,0.5905628063544558
TWD,2011-07-22,0.03470053438822958
USD,2011-07-22,1.0
ZAR,2011-07-22,0.14744913005013272
AUD,2011-07-25,1.0842459069717012
CAD,2011-07-25,1.0571942065757478
CHF,2011-07-25,1.240233163834801
CNY,2011-07-25,0.1551590380139643
CZK,2011-07-25,0.0587388763252959
DKK,2011-07-25,0.19236688211757466
EUR,2011-07-25,1.4336427291971992
GBP,2011-07-25,1.6283992835043153
HKD,2011-07-25,0.12834004979593933
HUF,2011-07-25,0.005318667992787887
ILS,2011-07-25,0.2938583602703497
INR,2011-07-25,0.02253267237494367
JPY,2011-07-25,0.012756729174639622
KRW,2011-07-25,0.0009467903806097332
MYR,2011-07-25,0.3363605785401951
NOK,2011-07-25,0.1847848180793466
NZD,2011-07-25,0.8649770781074302
PLN,2011-07-25,0.35756427217792397
RUB,2011-07-25,0.036032789838753264
SAR,2011-07-25,0.2666524452029225
SEK,2011-07-25,0.15785568832972896
SGD,2011-07-25,0.8282259400364419
THB,2011-07-25,0.033607797008906065
TRY,2011-07-25,0.5804504295333178
TWD,2011-07-25,0.034659041677497615
USD,2011-07-25,1.0
ZAR,2011-07-25,0.14773012660471851
AUD,2011-07-26,1.0942116205274102
CAD,2011-07-26,1.0598834128245893
CHF,2011-07-26,1.2454851164528584
CNY,2011-07-26,0.1553398058252427
CZK,2011-07-26,0.05948096906394799
DKK,2011-07-26,0.19435968202756013
EUR,2011-07-26,1.448541461815798
GBP,2011-07-26,1.6388069485414618
HKD,2011-07-26,0.12836476130572635
HUF,2011-07-26,0.005405829105524487
ILS,2011-07-26,0.2942907592701589
INR,2011-07-26,0.022634676324128564
JPY,2011-07-26,0.012809017548354042
KRW,2011-07-26,0.0009510675733510863
MYR,2011-07-26,0.33840947546531297
NOK,2011-07-26,0.18653236336504372
NZD,2011-07-26,0.8698677800974253
PLN,2011-07-26,0.3617683235655886
RUB,2011-07-26,0.036353721712260284
SAR,2011-07-26,0.2666524452029225
SEK,2011-07-26,0.1595939928821079
SGD,2011-07-26,0.8311170212765957
THB,2011-07-26,0.033664366268305004
TRY,2011-07-26,0.5863383172090296
TWD,2011-07-26,0.03469571854833114
USD,2011-07-26,1.0
ZAR,2011-07-26,0.14984191677779946
AUD,2011-07-27,1.1031439602868174
CAD,2011-07-27,1.0547410610695074
CHF,2011-07-27,1.2487512487512489
CNY,2011-07-27,0.1552072016141549
CZK,2011-07-27,0.05926909353848344
DKK,2011-07-27,0.19301293186643506
EUR,2011-07-27,1.4383986928104575
GBP,2011-07-27,1.6339869281045751
HKD,2011-07-27,0.1283499332580347
HUF,2011-07-27,0.0053631610900517655
ILS,2011-07-27,0.2930059480207448
INR,2011-07-27,0.022683452421458545
JPY,2011-07-27,0.012827090815802977
KRW,2011-07-27,0.0009523809523809524
MYR,2011-07-27,0.33984706881903143
NOK,2011-07-27,0.1853843016573357
NZD,2011-07-27,0.8707009142359599
PLN,2011-07-27,0.3580507715994128
RUB,2011-07-27,0.03631741420010895
SAR,2011-07-27,0.2666524452029225
SEK,2011-07-27,0.15842337061563322
SGD,2011-07-27,0.8308408109006314
THB,2011-07-27,0.033630401883302505
TRY,2011-07-27,0.5911912503694945
TWD,2011-07-27,0.034740316136876837
USD,2011-07-27,1.0
ZAR,2011-07-27,0.1496893945063992
AUD,2011-07-28,1.102049812651532
CAD,2011-07-28,1.0538518284329224
CHF,2011-07-28,1.2457954403886882
CNY,2011-07-28,0.1552072016141549
CZK,2011-07-28,0.059153746502534736
DKK,2011-07-28,0.1919791126725412
EUR,2011-07-28,1.4300179650498124
GBP,2011-07-28,1.6331863465621428
HKD,2011-07-28,0.12833181474019226
HUF,2011-07-28,0.005320708356544924
ILS,2011-07-28,0.29171528588098017
INR,2011-07-28,0.022686025408348458
JPY,2011-07-28,0.012851818532322323
KRW,2011-07-28,0.0009508867018494748
MYR,2011-07-28,0.3391555027980329
NOK,2011-07-28,0.18490440442291334
NZD,2011-07-28,0.8726764988218868
PLN,2011-07-28,0.35702809811132136
RUB,2011-07-28,0.036222565934125636
SAR,2011-07-28,0.2666524452029225
SEK,2011-07-28,0.15774612338901772
SGD,2011-07-28,0.8318775476249897
THB,2011-07-28,0.0336417157275021
TRY,2011-07-28,0.5980861244019139
TWD,2011-07-28,0.034677069787602946
USD,2011-07-28,1.0
ZAR,2011-07-28,0.1491468798472736
AUD,2011-07-29,1.098659635245001
CAD,2011-07-29,1.0481081647626036
CHF,2011-07-29,1.2698412698412698
CNY,2011-07-29,0.15537600994406464
CZK,2011-07-29,0.05938030711494841
DKK,2011-07-29,0.19290495572831265
EUR,2011-07-29,1.4371306631648064
GBP,2011-07-29,1.6414970453053186
HKD,2011-07-29,0.12829230117900625
HUF,2011-07-29,0.005336971012775641
ILS,2011-07-29,0.2927400468384075
INR,2011-07-29,0.022629554197782304
JPY,2011-07-29,0.012953367875647671
KRW,2011-07-29,0.0009484966328369537
MYR,2011-07-29,0.3372112628561794
NOK,2011-07-29,0.1854324284230826
NZD,2011-07-29,0.8736676568233444
PLN,2011-07-29,0.3590148632153371
RUB,2011-07-29,0.036181544517772384
SAR,2011-07-29,0.2666524452029225
SEK,2011-07-29,0.15861686097232136
SGD,2011-07-29,0.8307717869901138
THB,2011-07-29,0.03354579000335458
TRY,2011-07-29,0.5963029218843173
TWD,2011-07-29,0.03462184292069867
USD,2011-07-29,1.0
ZAR,2011-07-29,0.14907350814686726
AUD,2011-08-01,1.0968520346605244
CAD,2011-08-01,1.0414496979795875
CHF,2011-08-01,1.2800819252432156
CNY,2011-08-01,0.15543397164884354
CZK,2011-08-01,0.05876096626532926
DKK,2011-08-01,0.1905814640468068
EUR,2011-08-01,1.42
GBP,2011-08-01,1.6260162601626016
HKD,2011-08-01,0.12833181474019226
HUF,2011-08-01,0.005273146344048543
ILS,2011-08-01,0.29099374363451186
INR,2011-08-01,0.022701475595913737
JPY,2011-08-01,0.013053126223730584
KRW,2011-08-01,0.0009540164090822363
MYR,2011-08-01,0.3403096818104475
NOK,2011-08-01,0.1845427031815162
NZD,2011-08-01,0.8748906386701663
PLN,2011-08-01,0.35498757543485976
RUB,2011-08-01,0.036062026685899744
SAR,2011-08-01,0.2666524452029225
SEK,2011-08-01,0.15698833576665253
SGD,2011-08-01,0.8306337735692333
THB,2011-08-01,0.03365870077415012
TRY,2011-08-01,0.5926979611190137
TWD,2011-08-01,0.034699330302925144
USD,2011-08-01,1.0
ZAR,2011-08-01,0.14871878764444313
AUD,2011-08-02,1.0841283607979184
CAD,2011-08-02,1.0419922892570594
CHF,2011-08-02,1.2968486577616392
CNY,2011-08-02,0.1553277415346381
CZK,2011-08-02,0.058671329081617686
DKK,2011-08-02,0.1908979841172877
EUR,2011-08-02,1.421936114732725
GBP,2011-08-02,1.6297262059973925
HKD,2011-08-02,0.12827255352172295
HUF,2011-08-02,0.005259479027564403
ILS,2011-08-02,0.28851702250432776
INR,2011-08-02,0.022598870056497168
JPY,2011-08-02,0.012963443090484831
KRW,2011-08-02,0.0009516106009420946
MYR,2011-08-02,0.33800912624640866
NOK,2011-08-02,0.1854152374242115
NZD,2011-08-02,0.8722197993894459
PLN,2011-08-02,0.3535692819007885
RUB,2011-08-02,0.035964754540550266
SAR,2011-08-02,0.2666524452029225
SEK,2011-08-02,0.15774612338901772
SGD,2011-08-02,0.8300132802124833
THB,2011-08-02,0.033607797008906065
TRY,2011-08-02,0.5866823115283074
TWD,2011-08-02,0.03463503333621959
USD,2011-08-02,1.0
ZAR,2011-08-02,0.1481152336517811
AUD,2011-08-03,1.0698619878035731
CAD,2011-08-03,1.0366991499066969
CHF,2011-08-03,1.3054830287206267
CNY,2011-08-03,0.15542189272780965
CZK,2011-08-03,0.058850531420298724
DKK,2011-08-03,0.19187965308158725
EUR,2011-08-03,1.4292746964227108
GBP,2011-08-03,1.6409583196586806
HKD,2011-08-03,0.1282182787978254
HUF,2011-08-03,0.005236490378472579
ILS,2011-08-03,0.2875215641173088
INR,2011-08-03,0.022565722667268414
JPY,2011-08-03,0.013007284079084287
KRW,2011-08-03,0.0009429069822262033
MYR,2011-08-03,0.3369839932603201
NOK,2011-08-03,0.18589088205223533
NZD,2011-08-03,0.8616232982939858
PLN,2011-08-03,0.3542707336946895
RUB,2011-08-03,0.035857202277649484
SAR,2011-08-03,0.2666524452029225
SEK,2011-08-03,0.1571116592562334
SGD,2011-08-03,0.8280887711162637
THB,2011-08-03,0.033607797008906065
TRY,2011-08-03,0.5871990604815032
TWD,2011-08-03,0.034564402122254284
USD,2011-08-03,1.0
ZAR,2011-08-03,0.1476843100189036
AUD,2011-08-04,1.0566356720202874
CAD,2011-08-04,1.0255358424776946
CHF,2011-08-04,1.2988699831146902
CNY,2011-08-04,0.15533256702600268
CZK,2011-08-04,0.05832332116320031
DKK,2011-08-04,0.1900670936840705
EUR,2011-08-04,1.4157688540646425
GBP,2011-08-04,1.632386549134835
HKD,2011-08-04,0.1281936236491597
HUF,2011-08-04,0.005202277557114505
ILS,2011-08-04,0.2857959416976279
INR,2011-08-04,0.02244165170556553
JPY,2011-08-04,0.012653422750854106
KRW,2011-08-04,0.0009418856550814733
MYR,2011-08-04,0.3354579000335457
NOK,2011-08-04,0.18274185885018826
NZD,2011-08-04,0.8517162081594414
PLN,2011-08-04,0.3515556336790297
RUB,2011-08-04,0.035603026257231864
SAR,2011-08-04,0.2666595557451801
SEK,2011-08-04,0.15416872224963
SGD,2011-08-04,0.8214901831923108
THB,2011-08-04,0.03352329869259135
TRY,2011-08-04,0.5765350245027385
TWD,2011-08-04,0.03454828122300915
USD,2011-08-04,1.0
ZAR,2011-08-04,0.14488554042306578
AUD,2011-08-05,1.0438413361169103
CAD,2011-08-05,1.017915309446254
CHF,2011-08-05,1.310787783457858
CNY,2011-08-05,0.15527709197062156
CZK,2011-08-05,0.05861492922247296
DKK,2011-08-05,0.19054514967321504
EUR,2011-08-05,1.4193019826314923
GBP,2011-08-05,1.6385384237260363
HKD,2011-08-05,0.12809673865703378
HUF,2011-08-05,0.0051878790394123174
ILS,2011-08-05,0.28328611898017
INR,2011-08-05,0.0223563603845294
JPY,2011-08-05,0.01274047649382087
KRW,2011-08-05,0.000936855911560802
MYR,2011-08-05,0.3322811098189068
NOK,2011-08-05,0.18201674554058966
NZD,2011-08-05,0.8382932349735938
PLN,2011-08-05,0.3510126715574432
RUB,2011-08-05,0.03530013943555077
SAR,2011-08-05,0.2666524452029225
SEK,2011-08-05,0.15417109908576535
SGD,2011-08-05,0.8206138191367143
THB,2011-08-05,0.03349522693016245
TRY,2011-08-05,0.5758710048949036
TWD,2011-08-05,0.034461368805568965
USD,2011-08-05,1.0
ZAR,2011-08-05,0.1451105016470042
AUD,2011-08-08,1.0308215647871355
CAD,2011-08-08,1.0096930533117934
CHF,2011-08-08,1.3142331449599158
CNY,2011-08-08,0.1554194771688788
CZK,2011-08-08,0.05873232157120707
DKK,2011-08-08,0.1904689345167803
EUR,2011-08-08,1.4186918936551949
GBP,2011-08-08,1.631055292774425
HKD,2011-08-08,0.12812135654892312
HUF,2011-08-08,0.005172251491418718
ILS,2011-08-08,0.28223871750726764
INR,2011-08-08,0.022217285047767158
JPY,2011-08-08,0.012874983906270121
KRW,2011-08-08,0.0009213193292795283
MYR,2011-08-08,0.33123550844650546
NOK,2011-08-08,0.1820664542558033
NZD,2011-08-08,0.8276090374906895
PLN,2011-08-08,0.3495037047392702
RUB,2011-08-08,0.03550505947097461
SAR,2011-08-08,0.2666595557451801
SEK,2011-08-08,0.15369246138476908
SGD,2011-08-08,0.8208158909956497
THB,2011-08-08,0.03342804613070366
TRY,2011-08-08,0.5688282138794084
TWD,2011-08-08,0.03450060376056581
USD,2011-08-08,1.0
ZAR,2011-08-08,0.14170327334561428
AUD,2011-08-09,1.01667344448963
CAD,2011-08-09,1.0073536818777071
CHF,2011-08-09,1.3504388926401079
CNY,2011-08-09,0.15551132122418512
CZK,2011-08-09,0.058878944889307575
DKK,2011-08-09,0.19088705213125395
EUR,2011-08-09,1.4219915666558545
GBP,2011-08-09,1.6217969510217318
HKD,2011-08-09,0.12807213022374206
HUF,2011-08-09,0.005183525305193011
ILS,2011-08-09,0.27852049910873444
INR,2011-08-09,0.022143489813994686
JPY,2011-08-09,0.0129366106080207
KRW,2011-08-09,0.0009205983889528193
MYR,2011-08-09,0.3306331625061993
NOK,2011-08-09,0.1812940771225004
NZD,2011-08-09,0.8192692118630183
PLN,2011-08-09,0.34808033694176616
RUB,2011-08-09,0.033655868742111905
SAR,2011-08-09,0.2666453350398635
SEK,2011-08-09,0.15315342910527768
SGD,2011-08-09,0.8220304151253597
THB,2011-08-09,0.03334444814938313
TRY,2011-08-09,0.5648121999435188
TWD,2011-08-09,0.034447123665173954
USD,2011-08-09,1.0
ZAR,2011-08-09,0.13675774732638604
AUD,2011-08-10,1.0218679746576742
CAD,2011-08-10,1.0108157282927324
CHF,2011-08-10,1.3745704467353952
CNY,2011-08-10,0.1558312036402169
CZK,2011-08-10,0.05878376392440408
DKK,2011-08-10,0.19032755371995205
EUR,2011-08-10,1.4180790960451977
GBP,2011-08-10,1.6142050040355125
HKD,2011-08-10,0.12810986702195806
HUF,2011-08-10,0.00515522644589925
ILS,2011-08-10,0.2817298211015636
INR,2011-08-10,0.02209700585570655
JPY,2011-08-10,0.013071895424836602
KRW,2011-08-10,0.0009256259545517657
MYR,2011-08-10,0.33272334054233904
NOK,2011-08-10,0.18114629374682992
NZD,2011-08-10,0.8155276463872125
PLN,2011-08-10,0.3432297923459756
RUB,2011-08-10,0.033573946617424875
SAR,2011-08-10,0.2666595557451801
SEK,2011-08-10,0.15252737866447028
SGD,2011-08-10,0.8210180623973727
THB,2011-08-10,0.03346720214190094
TRY,2011-08-10,0.5635390250774867
TWD,2011-08-10,0.0345333678667012
USD,2011-08-10,1.0
ZAR,2011-08-10,0.1383872351614287
AUD,2011-08-11,1.0267994660642776
CAD,2011-08-11,1.0090817356205852
CHF,2011-08-11,1.3118194936376757
CNY,2011-08-11,0.15640885274106514
CZK,2011-08-11,0.059054536864794636
DKK,2011-08-11,0.19152318388140885
EUR,2011-08-11,1.4266017842660177
GBP,2011-08-11,1.6220600162206
HKD,2011-08-11,0.1283120549175595
HUF,2011-08-11,0.005221607639003111
ILS,2011-08-11,0.28240609997175936
INR,2011-08-11,0.022050716648291068
JPY,2011-08-11,0.013024225058609012
KRW,2011-08-11,0.0009272567110204461
MYR,2011-08-11,0.33355570380253496
NOK,2011-08-11,0.1813795730324851
NZD,2011-08-11,0.8194034742707309
PLN,2011-08-11,0.34315912288528194
RUB,2011-08-11,0.03391555027980329
SAR,2011-08-11,0.2666453350398635
SEK,2011-08-11,0.15440915337461206
SGD,2011-08-11,0.8249463784853985
THB,2011-08-11,0.03336113427856547
TRY,2011-08-11,0.5628095452498875
TWD,2011-08-11,0.03450655624568668
USD,2011-08-11,1.0
ZAR,2011-08-11,0.13852717903252618
AUD,2011-08-12,1.0329511414110113
CAD,2011-08-12,1.0092854259184498
CHF,2011-08-12,1.2938284383490748
CNY,2011-08-12,0.15651411757340514
CZK,2011-08-12,0.058672361797251785
DKK,2011-08-12,0.19081420420936127
EUR,2011-08-12,1.4213181448331975
GBP,2011-08-12,1.6273393002441008
HKD,2011-08-12,0.12830217728794854
HUF,2011-08-12,0.0052001160665906074
ILS,2011-08-12,0.2817695125387433
INR,2011-08-12,0.02206531332744925
JPY,2011-08-12,0.013025921583952065
KRW,2011-08-12,0.0009267411148695614
MYR,2011-08-12,0.33327778703549404
NOK,2011-08-12,0.18078605777922407
NZD,2011-08-12,0.8278145695364238
PLN,2011-08-12,0.34189203049676914
RUB,2011-08-12,0.03421528944424105
SAR,2011-08-12,0.2666524452029225
SEK,2011-08-12,0.15374208228276245
SGD,2011-08-12,0.8239947264337508
THB,2011-08-12,0.033338889814969165
TRY,2011-08-12,0.5599731212901781
TWD,2011-08-12,0.03449703325514005
USD,2011-08-12,1.0
ZAR,2011-08-12,0.1389467833819647
AUD,2011-08-15,1.0473397570171763
CAD,2011-08-15,1.016260162601626
CHF,2011-08-15,1.2794268167860798
CNY,2011-08-15,0.15648717587593694
CZK,2011-08-15,0.0594883997620464
DKK,2011-08-15,0.19390366865741104
EUR,2011-08-15,1.4445538057742782
GBP,2011-08-15,1.6404199475065615
HKD,2011-08-15,0.1283120549175595
HUF,2011-08-15,0.005353766160343155
ILS,2011-08-15,0.28522532800912725
INR,2011-08-15,0.022053148086889404
JPY,2011-08-15,0.013037809647979138
KRW,2011-08-15,0.0009267411148695614
MYR,2011-08-15,0.3352891869237217
NOK,2011-08-15,0.18380663541953865
NZD,2011-08-15,0.8300132802124833
PLN,2011-08-15,0.3484563384207959
RUB,2011-08-15,0.0348395638086611
SAR,2011-08-15,0.2666524452029225
SEK,2011-08-15,0.15586277840988794
SGD,2011-08-15,0.8309788931361143
