ccy,date,rate
THB,2011-08-15,0.03347280334728033
TRY,2011-08-15,0.5659309564233164
TWD,2011-08-15,0.03454828122300915
USD,2011-08-15,1.0
ZAR,2011-08-15,0.14065686757155918
AUD,2011-08-16,1.0492078480747036
CAD,2011-08-16,1.0187449062754683
CHF,2011-08-16,1.2640626975097964
CNY,2011-08-16,0.1566956031213764
CZK,2011-08-16,0.058956702197905865
DKK,2011-08-16,0.1932852697295939
EUR,2011-08-16,1.439809492527509
GBP,2011-08-16,1.6423057973394646
HKD,2011-08-16,0.12834169693391687
HUF,2011-08-16,0.005342659479721135
ILS,2011-08-16,0.28328611898017
INR,2011-08-16,0.0220799293442261
JPY,2011-08-16,0.013034410844629822
KRW,2011-08-16,0.0009343174810800713
MYR,2011-08-16,0.33551417547391377
NOK,2011-08-16,0.18376610250473202
NZD,2011-08-16,0.8357709987463435
PLN,2011-08-16,0.34727045422975417
RUB,2011-08-16,0.03483106931382793
SAR,2011-08-16,0.2666595557451801
SEK,2011-08-16,0.15637461101815509
SGD,2011-08-16,0.8323622440486099
THB,2011-08-16,0.033484011384563875
TRY,2011-08-16,0.5634120232125753
TWD,2011-08-16,0.03456022118541559
USD,2011-08-16,1.0
ZAR,2011-08-16,0.14052048788713395
AUD,2011-08-17,1.0586491636671609
CAD,2011-08-17,1.0209290454313424
CHF,2011-08-17,1.2610340479192939
CNY,2011-08-17,0.15656802880851728
CZK,2011-08-17,0.0592385477077644
DKK,2011-08-17,0.19397889509621355
EUR,2011-08-17,1.4453280318091448
GBP,2011-08-17,1.6567263088137838
HKD,2011-08-17,0.12838288912853696
HUF,2011-08-17,0.0053694677031887105
ILS,2011-08-17,0.28368794326241137
INR,2011-08-17,0.02207018318252041
JPY,2011-08-17,0.013061650992685477
KRW,2011-08-17,0.00093562874251497
MYR,2011-08-17,0.3360779700890607
NOK,2011-08-17,0.18573551263001484
NZD,2011-08-17,0.8404773911581779
PLN,2011-08-17,0.3499807510586917
RUB,2011-08-17,0.034809851187886175
SAR,2011-08-17,0.2666595557451801
SEK,2011-08-17,0.15831552283701414
SGD,2011-08-17,0.8326394671107411
THB,2011-08-17,0.033484011384563875
TRY,2011-08-17,0.5668934240362812
TWD,2011-08-17,0.034535156789611825
USD,2011-08-17,1.0
ZAR,2011-08-17,0.1413907191131974
AUD,2011-08-18,1.0398253093480296
CAD,2011-08-18,1.0081661457808246
CHF,2011-08-18,1.2643823492224049
CNY,2011-08-18,0.15655822400350689
CZK,2011-08-18,0.05854252529037093
DKK,2011-08-18,0.19215987701767875
EUR,2011-08-18,1.4316759960487317
GBP,2011-08-18,1.646361540994402
HKD,2011-08-18,0.12825116708562048
HUF,2011-08-18,0.005240884137153938
ILS,2011-08-18,0.2796811634736401
INR,2011-08-18,0.021872265966754158
JPY,2011-08-18,0.01305994514823038
KRW,2011-08-18,0.0009285051067780873
MYR,2011-08-18,0.3352891869237217
NOK,2011-08-18,0.18264840182648406
NZD,2011-08-18,0.8272667107875579
PLN,2011-08-18,0.3416700833675003
RUB,2011-08-18,0.034348916291690984
SAR,2011-08-18,0.2666524452029225
SEK,2011-08-18,0.1555572839698219
SGD,2011-08-18,0.8232485387338438
THB,2011-08-18,0.03345040976751965
TRY,2011-08-18,0.5599104143337066
TWD,2011-08-18,0.03451846738004833
USD,2011-08-18,1.0
ZAR,2011-08-18,0.13885610342002586
AUD,2011-08-19,1.0442773600668338
CAD,2011-08-19,1.015331505736623
CHF,2011-08-19,1.271132579128003
CNY,2011-08-19,0.15647003598810827
CZK,2011-08-19,0.05887686492469649
DKK,2011-08-19,0.19354713840555868
EUR,2011-08-19,1.4415907207953604
GBP,2011-08-19,1.6570008285004143
HKD,2011-08-19,0.12825281194290186
HUF,2011-08-19,0.0053039002230290035
ILS,2011-08-19,0.2797985450475657
INR,2011-08-19,0.021896211955331733
JPY,2011-08-19,0.013114754098360656
KRW,2011-08-19,0.0009196670805168527
MYR,2011-08-19,0.33540164346805296
NOK,2011-08-19,0.18343238682221727
NZD,2011-08-19,0.8261049153242462
PLN,2011-08-19,0.3453396415374521
RUB,2011-08-19,0.034441191665231616
SAR,2011-08-19,0.2666524452029225
SEK,2011-08-19,0.15712647109658565
SGD,2011-08-19,0.8285690612312535
THB,2011-08-19,0.03352891869237217
TRY,2011-08-19,0.5604124635731899
TWD,2011-08-19,0.03447681434235477
USD,2011-08-19,1.0
ZAR,2011-08-19,0.13945056477478734
AUD,2011-08-22,1.0427528675703859
CAD,2011-08-22,1.0121457489878545
CHF,2011-08-22,1.2729124236252547
CNY,2011-08-22,0.15623047119110112
CZK,2011-08-22,0.05870094802031053
DKK,2011-08-22,0.1930539199598448
EUR,2011-08-22,1.4380138112463008
GBP,2011-08-22,1.6441959881617891
HKD,2011-08-22,0.12821499089673566
HUF,2011-08-22,0.005269328555808776
ILS,2011-08-22,0.27882336539802033
INR,2011-08-22,0.021944261575597986
JPY,2011-08-22,0.013025921583952065
KRW,2011-08-22,0.0009242144177449168
MYR,2011-08-22,0.3372112628561794
NOK,2011-08-22,0.1833953821042786
NZD,2011-08-22,0.8261049153242462
PLN,2011-08-22,0.34423407917383825
RUB,2011-08-22,0.034367213678151036
SAR,2011-08-22,0.2666595557451801
SEK,2011-08-22,0.15732175445220564
SGD,2011-08-22,0.8275405494869249
THB,2011-08-22,0.03350644999162339
TRY,2011-08-22,0.5585032113934655
TWD,2011-08-22,0.034467307758590984
USD,2011-08-22,1.0
ZAR,2011-08-22,0.13862127282052705
AUD,2011-08-23,1.0485477613505296
CAD,2011-08-23,1.0094891984655765
CHF,2011-08-23,1.2674271229404308
CNY,2011-08-23,0.15633549597436094
CZK,2011-08-23,0.058856419763985764
DKK,2011-08-23,0.1931695255756452
EUR,2011-08-23,1.4390565726538018
GBP,2011-08-23,1.6493485073396008
HKD,2011-08-23,0.12825445684237524
HUF,2011-08-23,0.005283814829766053
ILS,2011-08-23,0.2782028098483795
INR,2011-08-23,0.021915406530791142
JPY,2011-08-23,0.013070186903672721
KRW,2011-08-23,0.0009268699601445916
MYR,2011-08-23,0.3372112628561794
NOK,2011-08-23,0.18323072412782174
NZD,2011-08-23,0.8329862557267805
PLN,2011-08-23,0.346476335666274
RUB,2011-08-23,0.03444237790177033
SAR,2011-08-23,0.2666595557451801
SEK,2011-08-23,0.15739356260328952
SGD,2011-08-23,0.8299443937256203
THB,2011-08-23,0.0335176805765041
TRY,2011-08-23,0.5603810591202018
TWD,2011-08-23,0.03450953325856268
USD,2011-08-23,1.0
ZAR,2011-08-23,0.13871549452073798
AUD,2011-08-24,1.0492078480747036
CAD,2011-08-24,1.0119409026512851
CHF,2011-08-24,1.259763164525069
CNY,2011-08-24,0.15654351909830932
CZK,2011-08-24,0.05922240975985312
DKK,2011-08-24,0.1934273390200971
EUR,2011-08-24,1.4410365753649337
GBP,2011-08-24,1.6401508938822371
HKD,2011-08-24,0.1282758443757456
HUF,2011-08-24,0.0052880730684784286
ILS,2011-08-24,0.2767093721464346
INR,2011-08-24,0.02178174689610107
JPY,2011-08-24,0.013032712107389549
KRW,2011-08-24,0.0009242144177449168
MYR,2011-08-24,0.3359650596337981
NOK,2011-08-24,0.18418241426308607
NZD,2011-08-24,0.8309098462816784
PLN,2011-08-24,0.3461405330564209
RUB,2011-08-24,0.034582929865818235
SAR,2011-08-24,0.2666595557451801
SEK,2011-08-24,0.15821533106558025
SGD,2011-08-24,0.8296001327360212
THB,2011-08-24,0.03342804613070366
TRY,2011-08-24,0.5608524957936063
TWD,2011-08-24,0.034463744141163495
USD,2011-08-24,1.0
ZAR,2011-08-24,0.13826477704804702
AUD,2011-08-25,1.0454783063251438
CAD,2011-08-25,1.0149193139145438
CHF,2011-08-25,1.252975817566721
CNY,2011-08-25,0.1564945226917058
CZK,2011-08-25,0.05920067251963983
DKK,2011-08-25,0.192648532018186
EUR,2011-08-25,1.435192714262482
GBP,2011-08-25,1.6262806960481382
HKD,2011-08-25,0.12828736369467608
HUF,2011-08-25,0.005259069660058997
ILS,2011-08-25,0.2772387025228722
INR,2011-08-25,0.02171788467803236
JPY,2011-08-25,0.012909888974954816
KRW,2011-08-25,0.0009192021325489474
MYR,2011-08-25,0.3346160281077463
NOK,2011-08-25,0.18425707547169806
NZD,2011-08-25,0.8285690612312535
PLN,2011-08-25,0.3444593710171885
RUB,2011-08-25,0.0345494748479823
SAR,2011-08-25,0.2666382252559727
SEK,2011-08-25,0.15758702743590147
SGD,2011-08-25,0.8261731658955718
THB,2011-08-25,0.033327778703549416
TRY,2011-08-25,0.5676979846721544
TWD,2011-08-25,0.03444653037322816
USD,2011-08-25,1.0
ZAR,2011-08-25,0.1383087604768886
AUD,2011-08-26,1.0532968190436065
CAD,2011-08-26,1.0116337885685385
CHF,2011-08-26,1.2341108231519191
CNY,2011-08-26,0.15658519017271347
CZK,2011-08-26,0.059647009000733664
DKK,2011-08-26,0.1927339308085189
EUR,2011-08-26,1.4358267077721891
GBP,2011-08-26,1.6225864027259451
HKD,2011-08-26,0.12824787749762742
HUF,2011-08-26,0.005265086579083707
ILS,2011-08-26,0.27626598889410725
INR,2011-08-26,0.021663778162911613
JPY,2011-08-26,0.013012361743656477
KRW,2011-08-26,0.0009245134747838948
MYR,2011-08-26,0.3348401138456387
NOK,2011-08-26,0.184546108845295
NZD,2011-08-26,0.8343066911396628
PLN,2011-08-26,0.3442459292918861
RUB,2011-08-26,0.03454828122300915
SAR,2011-08-26,0.26663111585121985
SEK,2011-08-26,0.15730195683634304
SGD,2011-08-26,0.8296689620841284
THB,2011-08-26,0.033327778703549416
TRY,2011-08-26,0.5701254275940707
TWD,2011-08-26,0.034426370599879505
USD,2011-08-26,1.0
ZAR,2011-08-26,0.13919434314189472
AUD,2011-08-30,1.0672358591248663
CAD,2011-08-30,1.0197838058331634
CHF,2011-08-30,1.2218963831867058
CNY,2011-08-30,0.15675209655929148
CZK,2011-08-30,0.05992186189209271
DKK,2011-08-30,0.19371961023614426
EUR,2011-08-30,1.4433593750000002
GBP,2011-08-30,1.6276041666666667
HKD,2011-08-30,0.12830217728794854
HUF,2011-08-30,0.005297075908157179
ILS,2011-08-30,0.2799552071668533
INR,2011-08-30,0.02170609941393532
JPY,2011-08-30,0.013032712107389549
KRW,2011-08-30,0.0009323140033563305
MYR,2011-08-30,0.3352329869259135
NOK,2011-08-30,0.1862266751089426
NZD,2011-08-30,0.8525149190110827
PLN,2011-08-30,0.34739109289237824
RUB,2011-08-30,0.03457695100446044
SAR,2011-08-30,0.2666595557451801
SEK,2011-08-30,0.15713387806411064
SGD,2011-08-30,0.8289811821271658
THB,2011-08-30,0.033327778703549416
TRY,2011-08-30,0.5770340450086555
TWD,2011-08-30,0.03445899379738112
USD,2011-08-30,1.0
ZAR,2011-08-30,0.14121301984042928
AUD,2011-08-31,1.0708931248661384
CAD,2011-08-31,1.0224948875255624
CHF,2011-08-31,1.2400793650793651
CNY,2011-08-31,0.15679142037347715
CZK,2011-08-31,0.059698284868275726
DKK,2011-08-31,0.1932815338822529
EUR,2011-08-31,1.4397590361445785
GBP,2011-08-31,1.6281341582546405
HKD,2011-08-31,0.12837959277993172
HUF,2011-08-31,0.00529591451970292
ILS,2011-08-31,0.2809778027535825
INR,2011-08-31,0.021800741225201658
JPY,2011-08-31,0.013078733978550878
KRW,2011-08-31,0.0009399821403393336
MYR,2011-08-31,0.3352329869259135
NOK,2011-08-31,0.1870207593042828
NZD,2011-08-31,0.8538251366120219
PLN,2011-08-31,0.3469812630117973
RUB,2011-08-31,0.03465003465003465
SAR,2011-08-31,0.2666595557451801
SEK,2011-08-31,0.1581978105423021
SGD,2011-08-31,0.8316699933466402
THB,2011-08-31,0.033394556687259984
TRY,2011-08-31,0.5820721769499417
TWD,2011-08-31,0.034470278002792086
USD,2011-08-31,1.0
ZAR,2011-08-31,0.14290205493154992
AUD,2011-09-01,1.0741138560687429
CAD,2011-09-01,1.0248001639680262
CHF,2011-09-01,1.2565971349585323
CNY,2011-09-01,0.15672016048144433
CZK,2011-09-01,0.05893967524238944
DKK,2011-09-01,0.19129237126023416
EUR,2011-09-01,1.4251777634130576
GBP,2011-09-01,1.6160310277957337
HKD,2011-09-01,0.1284571017508703
HUF,2011-09-01,0.005204324377211514
ILS,2011-09-01,0.2793452148164702
INR,2011-09-01,0.021896211955331733
JPY,2011-09-01,0.012992074834351046
KRW,2011-09-01,0.0009424182452172276
MYR,2011-09-01,0.3346160281077463
NOK,2011-09-01,0.18532933021980053
NZD,2011-09-01,0.8506294658046955
PLN,2011-09-01,0.3430414050975953
RUB,2011-09-01,0.0344797862253254
SAR,2011-09-01,0.26663111585121985
SEK,2011-09-01,0.15648472709063596
SGD,2011-09-01,0.8302889405513119
THB,2011-09-01,0.03337226764558652
TRY,2011-09-01,0.5788376939106274
TWD,2011-09-01,0.03453754230848933
USD,2011-09-01,1.0
ZAR,2011-09-01,0.1426798122333671
AUD,2011-09-02,1.0665529010238908
CAD,2011-09-02,1.0203040506070808
CHF,2011-09-02,1.2776287210936503
CNY,2011-09-02,0.15668823741401733
CZK,2011-09-02,0.05827743555972562
DKK,2011-09-02,0.1907304978065993
EUR,2011-09-02,1.4208394101442232
GBP,2011-09-02,1.6204829039053639
HKD,2011-09-02,0.1284224585195459
HUF,2011-09-02,0.005156981082646294
ILS,2011-09-02,0.2772387025228722
INR,2011-09-02,0.02184121437151906
JPY,2011-09-02,0.013025921583952065
KRW,2011-09-02,0.0009407337723424273
MYR,2011-09-02,0.3373477718179671
NOK,2011-09-02,0.18528812303131367
NZD,2011-09-02,0.8507018290089324
PLN,2011-09-02,0.3390175272061566
RUB,2011-09-02,0.03432297923459756
SAR,2011-09-02,0.26663111585121985
SEK,2011-09-02,0.1562255897516013
SGD,2011-09-02,0.8302889405513119
THB,2011-09-02,0.03345040976751965
TRY,2011-09-02,0.5699629524080935
TWD,2011-09-02,0.03447087211306446
USD,2011-09-02,1.0
ZAR,2011-09-02,0.14135874021090725
AUD,2011-09-05,1.0577533319229957
CAD,2011-09-05,1.0097950116126426
CHF,2011-09-05,1.2712941774726672
CNY,2011-09-05,0.15660971293439618
CZK,2011-09-05,0.05755594437793535
DKK,2011-09-05,0.18949083811797696
EUR,2011-09-05,1.4114331723027376
GBP,2011-09-05,1.6103059581320451
HKD,2011-09-05,0.12834004979593933
HUF,2011-09-05,0.005070042639058594
ILS,2011-09-05,0.27502750275027504
INR,2011-09-05,0.021742675436212427
JPY,2011-09-05,0.012992074834351046
KRW,2011-09-05,0.0009343174810800713
MYR,2011-09-05,0.3359537727608681
NOK,2011-09-05,0.18401295451199765
NZD,2011-09-05,0.8336807002917882
PLN,2011-09-05,0.3347168295621904
RUB,2011-09-05,0.033895432590458435
SAR,2011-09-05,0.2666382252559727
SEK,2011-09-05,0.155269859014968
SGD,2011-09-05,0.8279516476237788
THB,2011-09-05,0.03345040976751965
TRY,2011-09-05,0.5652911249293386
TWD,2011-09-05,0.03440564252537416
USD,2011-09-05,1.0
ZAR,2011-09-05,0.14047114020424506
AUD,2011-09-06,1.0516352928804291
CAD,2011-09-06,1.0089799212995665
CHF,2011-09-06,1.16795141322121
CNY,2011-09-06,0.15649207367646828
CZK,2011-09-06,0.05737991817623667
DKK,2011-09-06,0.1884907545284904
EUR,2011-09-06,1.4039692701664532
GBP,2011-09-06,1.6005121638924455
HKD,2011-09-06,0.12828078097339454
HUF,2011-09-06,0.005060562279074828
ILS,2011-09-06,0.2720348204570185
INR,2011-09-06,0.021701388888888888
JPY,2011-09-06,0.012968486577616392
KRW,2011-09-06,0.0009307953646390842
MYR,2011-09-06,0.33540164346805296
NOK,2011-09-06,0.18694733693518534
NZD,2011-09-06,0.8239947264337508
PLN,2011-09-06,0.3320053120849933
RUB,2011-09-06,0.033763822064657716
SAR,2011-09-06,0.26663111585121985
SEK,2011-09-06,0.15557664483407752
SGD,2011-09-06,0.8260366760284157
THB,2011-09-06,0.03341687552213868
TRY,2011-09-06,0.5664438654129376
TWD,2011-09-06,0.03435776743227225
USD,2011-09-06,1.0
ZAR,2011-09-06,0.14011685745912092
AUD,2011-09-07,1.0596587898696619
CAD,2011-09-07,1.011224592982101
CHF,2011-09-07,1.162790697674419
CNY,2011-09-07,0.1563966218329684
CZK,2011-09-07,0.05735128810993095
DKK,2011-09-07,0.18844102738048127
EUR,2011-09-07,1.4033801020408163
GBP,2011-09-07,1.5943877551020411
HKD,2011-09-07,0.1282857179510205
HUF,2011-09-07,0.005083302621713327
ILS,2011-09-07,0.2714440825190011
INR,2011-09-07,0.021701388888888888
JPY,2011-09-07,0.0129315918789603
KRW,2011-09-07,0.000933009889904833
MYR,2011-09-07,0.33517680576504105
NOK,2011-09-07,0.1856251856251856
NZD,2011-09-07,0.8280202036929701
PLN,2011-09-07,0.33220384027639355
RUB,2011-09-07,0.03387017561686057
SAR,2011-09-07,0.2666168981790066
SEK,2011-09-07,0.15642353235620768
SGD,2011-09-07,0.8263779852904719
THB,2011-09-07,0.03331667499583541
TRY,2011-09-07,0.5675368898978435
TWD,2011-09-07,0.034354816545279644
USD,2011-09-07,1.0
ZAR,2011-09-07,0.1398288494882264
AUD,2011-09-08,1.0650761529449355
CAD,2011-09-08,1.016053647632595
CHF,2011-09-08,1.1499540018399264
CNY,2011-09-08,0.15665878150799742
CZK,2011-09-08,0.05760169579392418
DKK,2011-09-08,0.1880335451844609
EUR,2011-09-08,1.4002892495580912
GBP,2011-09-08,1.6069419893941832
HKD,2011-09-08,0.12832522745646566
HUF,2011-09-08,0.0050662077357952395
ILS,2011-09-08,0.270929287455974
INR,2011-09-08,0.021673168617251843
JPY,2011-09-08,0.012926577042399173
KRW,2011-09-08,0.0009301027763567873
MYR,2011-09-08,0.33428046130703665
NOK,2011-09-08,0.18573551263001484
NZD,2011-09-08,0.8382229673093042
PLN,2011-09-08,0.3293916136895155
RUB,2011-09-08,0.03386100059256751
SAR,2011-09-08,0.2666453350398635
SEK,2011-09-08,0.15683076392265108
SGD,2011-09-08,0.8246062505153791
THB,2011-09-08,0.03330557868442964
TRY,2011-09-08,0.5675368898978435
TWD,2011-09-08,0.03431355728648389
USD,2011-09-08,1.0
ZAR,2011-09-08,0.13979171035157614
AUD,2011-09-09,1.0467915837956665
CAD,2011-09-09,1.004621257785815
CHF,2011-09-09,1.131733816206428
CNY,2011-09-09,0.15655087120559827
CZK,2011-09-09,0.05587872082432289
DKK,2011-09-09,0.18410781353560648
EUR,2011-09-09,1.371165156572882
GBP,2011-09-09,1.5895724050230489
HKD,2011-09-09,0.12834334411417425
HUF,2011-09-09,0.0048997606956876225
ILS,2011-09-09,0.26961445133459155
INR,2011-09-09,0.021436227224008567
JPY,2011-09-09,0.012861736334405145
KRW,2011-09-09,0.0009282896263634254
MYR,2011-09-09,0.3325020781379884
NOK,2011-09-09,0.1824517871152548
NZD,2011-09-09,0.8225713580653121
PLN,2011-09-09,0.31945819889467464
RUB,2011-09-09,0.03340124920672033
SAR,2011-09-09,0.2666382252559727
SEK,2011-09-09,0.1544329992432783
SGD,2011-09-09,0.8151287903488752
THB,2011-09-09,0.033261267254282384
TRY,2011-09-09,0.5586592178770949
TWD,2011-09-09,0.034231335364392566
USD,2011-09-09,1.0
ZAR,2011-09-09,0.13727778159104947
AUD,2011-09-12,1.032844453625284
CAD,2011-09-12,1.0025062656641603
CHF,2011-09-12,1.1305822498586773
CNY,2011-09-12,0.15655087120559827
CZK,2011-09-12,0.05537067901063671
DKK,2011-09-12,0.1827451983699128
EUR,2011-09-12,1.3609355246523387
GBP,2011-09-12,1.5802781289506953
HKD,2011-09-12,0.128190337012396
HUF,2011-09-12,0.004822637847868925
ILS,2011-09-12,0.2683555173894375
INR,2011-09-12,0.02117746717492588
JPY,2011-09-12,0.01298532658096351
KRW,2011-09-12,0.0009280742459396752
MYR,2011-09-12,0.3300547890949898
NOK,2011-09-12,0.17797394461450844
NZD,2011-09-12,0.8222331853313599
PLN,2011-09-12,0.3140111787979652
RUB,2011-09-12,0.03302291790502609
SAR,2011-09-12,0.26663111585121985
SEK,2011-09-12,0.15028328399032176
SGD,2011-09-12,0.8087997411840828
THB,2011-09-12,0.03318400530944085
TRY,2011-09-12,0.5584408331937232
TWD,2011-09-12,0.03414717432132492
USD,2011-09-12,1.0
ZAR,2011-09-12,0.13515522577680467
AUD,2011-09-13,1.031778786628147
CAD,2011-09-13,1.0085728693898133
CHF,2011-09-13,1.1367511651699442
CNY,2011-09-13,0.1563232765358762
CZK,2011-09-13,0.05572179223572546
DKK,2011-09-13,0.18365810207717315
EUR,2011-09-13,1.3678142766898294
GBP,2011-09-13,1.5792798483891346
HKD,2011-09-13,0.12814105767629005
HUF,2011-09-13,0.004806213472777607
ILS,2011-09-13,0.26931674342193856
INR,2011-09-13,0.02104377104377104
JPY,2011-09-13,0.013008976193573564
KRW,2011-09-13,0.0009282896263634254
MYR,2011-09-13,0.32717160150498936
NOK,2011-09-13,0.17689096440953794
NZD,2011-09-13,0.8237910865804432
PLN,2011-09-13,0.3153778226315126
RUB,2011-09-13,0.0330742516950554
SAR,2011-09-13,0.2666168981790066
SEK,2011-09-13,0.14955507365587378
SGD,2011-09-13,0.8052826542116283
THB,2011-09-13,0.03311806590495115
TRY,2011-09-13,0.5647803004631199
TWD,2011-09-13,0.033921302578018994
USD,2011-09-13,1.0
ZAR,2011-09-13,0.13643867763633635
AUD,2011-09-14,1.0194719135487815
CAD,2011-09-14,1.00664384940608
CHF,2011-09-14,1.1370096645821492
CNY,2011-09-14,0.15647003598810827
CZK,2011-09-14,0.05566038260947005
DKK,2011-09-14,0.1835906662505278
EUR,2011-09-14,1.367327667610954
GBP,2011-09-14,1.5738117721120557
HKD,2011-09-14,0.1281492682676782
HUF,2011-09-14,0.0047455912271102355
ILS,2011-09-14,0.2690341673392521
INR,2011-09-14,0.02101281781886951
JPY,2011-09-14,0.013034410844629822
KRW,2011-09-14,0.0009017539113575905
MYR,2011-09-14,0.32484407484407485
NOK,2011-09-14,0.1755802928679285
NZD,2011-09-14,0.8206138191367143
PLN,2011-09-14,0.3127345509131849
RUB,2011-09-14,0.03283533081595797
SAR,2011-09-14,0.2666240068255746
SEK,2011-09-14,0.14814375870344582
SGD,2011-09-14,0.8015389547932029
THB,2011-09-14,0.03300874731803928
TRY,2011-09-14,0.5614823133071308
TWD,2011-09-14,0.03376667229444538
USD,2011-09-14,1.0
ZAR,2011-09-14,0.13532715339332838
AUD,2011-09-15,1.0289124395513942
CAD,2011-09-15,1.0126582278481011
CHF,2011-09-15,1.1492931846914147
CNY,2011-09-15,0.15645779550966127
CZK,2011-09-15,0.05638345258433555
DKK,2011-09-15,0.1859565605474561
EUR,2011-09-15,1.3848585427532798
GBP,2011-09-15,1.5805278963173703
HKD,2011-09-15,0.12834169693391687
HUF,2011-09-15,0.004857944001507906
ILS,2011-09-15,0.27196083763937995
INR,2011-09-15,0.021008403361344536
JPY,2011-09-15,0.013039509714434738
KRW,2011-09-15,0.0008976660682226213
MYR,2011-09-15,0.3236979250963001
NOK,2011-09-15,0.17875656930392192
NZD,2011-09-15,0.8239947264337508
PLN,2011-09-15,0.31917270435032397
RUB,2011-09-15,0.03288986827607755
SAR,2011-09-15,0.26663111585121985
SEK,2011-09-15,0.15117386506220806
SGD,2011-09-15,0.8039877793857533
THB,2011-09-15,0.03298697014679201
TRY,2011-09-15,0.5608524957936063
TWD,2011-09-15,0.033751286767808024
USD,2011-09-15,1.0
ZAR,2011-09-15,0.13484721810189054
AUD,2011-09-16,1.037344398340249
CAD,2011-09-16,1.0167768174885612
CHF,2011-09-16,1.1427265455376532
CNY,2011-09-16,0.15666123574382754
CZK,2011-09-16,0.0563802736698484
DKK,2011-09-16,0.1850926388657523
EUR,2011-09-16,1.3784552203443374
GBP,2011-09-16,1.57952930026852
HKD,2011-09-16,0.12829065530866732
HUF,2011-09-16,0.00480581619098698
ILS,2011-09-16,0.27347809440463816
INR,2011-09-16,0.02115506663845991
JPY,2011-09-16,0.013010668748373666
KRW,2011-09-16,0.0008988764044943821
